name,ratings,date,helpful,comment,developer_comment
서진호,5,2020-06-15,0,청소로 자주 싸우다보니까 이용하게 된게 계기네요 윗집에서 괜찮다고 추천 해주셔서 ㅎㅎ 한번 이용해봤고요 스케줄에 맞춰서 이모님이 청소 해주시고 알아서 마무리 해주시니까 . . 저희 입장에선 정말 땡큐였네요 금액도 이정도면 부담 스럽지도 않고요 맞벌이 부부라던지 자취생이라던지 몸이 불편하신 어르신들이 좀 쓰시기 좋을듯 하네요 청소에 대한 스트레스가 아예 사라졌습니다,"Miso, Inc.2020년 6월 16일안녕하세요, 서진호 고객님. 미소를 이용해 주셔서 감사합니다. 미소 서비스를 받으시고 청소에 대한 스트레스가 아예 사라졌다고 말씀 주시니, 고객님의 칭찬에 더 좋은 서비스로 보답하고 싶은 마음 뿐입니다. 저희는 고객님의 일상에 필요한 모든 것을 쉽고 간편하게 만들어나가기 위해 항상 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다 :)"
박완호,5,2020-06-12,2,"6 살 큰애 , 4 살 배기 둘째 키우니까 청소 할 시간 엄두가 거의 안났거든요 ㅜㅜ. 거기다가 소소하게 소일거리도 하다보니까 . 청소 할 겨를이 전혀 없었네요 ㅠ 그래서 저도 소문듣고선 이용하게 된건데요 . 시간적인 부분에 있어서도 여유가 생기고 . 청소도 워낙 깨긋 히 해주시니까 집이 깨끗해지니까 마음도 편안해지고 . 좀 기분이 좋다라고 해야 하나 ?? 예전엔 이런게 사치스럽게 느껴졌는데 막상 가격 그리고 서비스 보니까 그런 선입견들이 깨지더라고요","Miso, Inc.2020년 6월 16일안녕하세요, 박완호 고객님. 미소 서비스를 이용해 주셔서 감사합니다. 고객님께서 미소의 서비스에 만족하신다고 하시니, 저희는 더욱 좋은 모습을 보이고 싶은 마음뿐입니다. 더욱이 바쁘신 고객님의 일을 덜어드릴 수 있어서, 저희는 오늘도 기쁘게 일하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
이혜정,5,2020-06-17,2,여기저기 이용해봤는데 제일 깔끔했어욧 스케쥴이랑 시간 딱 맞춰 와주셨고 일도 군더더기없이 마무리 지어주셨어요 금액적인 부분도 솔직히 부담없고 여기저기 정리해주셔서 진짜감사했습니다. 진짜 깔끔해진 집보며 대대대만족 헤헤,"Miso, Inc.2020년 6월 19일안녕하세요, 이혜정 고객님. 대만족을 드리는 서비스, 미소 입니다. :)  미소를 이용해 주셔서 감사합니다. 미소는 시간제 서비스로, 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 미소는 고객님의 일상에 필요한 모든 것을 쉽고 간편하게 만들어나가기 위해 최선을 다하고 있습니다. 청소가 필요 하실 때에는 미소를 기억해주세요. :) 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. ^_^ 감사합니다 :)"
EH KIM,5,2020-06-23,0,"미소 처음 사용해봤는데, 처음오신 클리너님이 제가 원하는 요청사항대로 침착하고 꼼꼼하게 청소해주셨어서 미소 서비스 첫인상이 매우 좋습니다! 또 이용할 의사가 100%입니다.",
윤보희,3,2020-06-21,0,클리너님에 따라 케바케에요 첨배정됐던분은 안봐도 넘나깔끔해서 좋았는데 이사후 새로오신클리너님운 안보면 구석이나 때있는곳은안하고 겉핥기에요 사람이하는일이라 사람이 뽑기같은 경향이있네요 추가로 물건분실 조심하세여 저희집 외부인출입 클리너님 및 남자친구밖에없는데 물건하나관심많으시더니 순금반지없어지고 결혼도안했는데 분유가왜있냐다더니 그담주 산양분유 새통 2개 가져가셨습니다,"Miso, Inc.2019년 9월 19일윤보희 고객님, 안녕하세요!   미소를 사용하시고, 고객님께서 직접 경험하신 진솔한 의견 남겨주셔서 감사드립니다 :)   미소의 클리너님은 목소리와 평점 시스템을 통해 관리되고 있습니다. 만약 불만족스러운 경험을 겪으셨다면 고객센터 혹은 실시간 문의로 전달해주세요. 해당 클리너님의 제재 및 재교육을 진행하고, 고객님께 더 나은 서비스를 제공해드릴 수 있는 방안을 최선을 다해 모색하겠습니다!   청소 품질을 통해 만족스러운 서비스를 제공해드릴 수 있도록 오늘도 노력하는 미소가 되겠습니다!"
Byung Youn Kim,1,2020-06-19,0,아버님뻘 되시는분이 오셔서 고생하시는데 이렇게 리뷰를 다는게 도의적으로는 안맞다고 생각이들지만 미소에서 업체를 잘 걸러주시는게 맞지않나 생각되네요 낮에 남자가 있으니 식당하시냐고 물으시더니 온라인몰 운영한다고 했더니 에어컨청소 사이트 운영 제안을 하시네요 청소 집중해 주시라고 말씀드리고 옆에서 봤는데 무풍이 안좋다느니 지금께 전기세가 어떻다느니 아..급하게 예약잡혀서 오셨는데 기분이 썩 내키지가 않았네요 벽걸이는 어떻게 청소가 된다라는 설명한번 이라도 해주시면 좋으련만 걍 뜯어서 수압쎈 물만 뿌리고 다시 설치해주셨네요 이게 맞는건가요?.. 아 돈아깝고 그렇네요 별하나도 아까워요.. 찐 리뷰니 거르지마세요 동네마다 다들수있고 여기는 고양시 삼송이예요,"Miso, Inc.2020년 6월 22일안녕하세요, Byung Youn Kim 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 방문하신 파트너님의 과도한 간섭으로 인하여 고객님에게 불편을 드리기 되어서 마음이 무겁습니다. 에어컨에서 퀴퀴한 냄새가 나거나, 이상한 있으시면 A/S 도와드리고 있으니 실시간 문의로 연락 주세요. 재차 사과드리며, 만족스러운 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다."
윤앵지,5,2020-06-09,3,역시 청소를 잘 해주시긴 합니다 . 저도 지인 추천 받고선 다른 업체 이용하다가 좀 불만이 많아서 여기로 옮겼거든요 . 1 번째 좋은 점은 카드결제 가능 하면서 자동적으로 결제가 처리 되는 점입니다 . 2 번째는 이모님이 스케줄에 맞춰서 잘 와주시고 마무리도 완벽 하다는 점입니다 3 번째는 개인적인 시간이 상당히 생겼네요 . 암튼 청소로 부터 해방이 되니까 스트레스도 덜받고 요즘 살맛 납니다 ㅋ,"Miso, Inc.2020년 6월 12일안녕하세요, 윤앵지 고객님. 청소로부터의 해방, 미소 입니다. :) 저희 미소 서비스를 이용해 주셔서 감사합니다.  미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 고객님의 편리하고 간편한 이용을 위해서, 카드 결제 (카드는 한 번만 등록해주시면 되며, 카드 정보는 나이스페이에 의해서 안전하게 관리됩니다.) 및 가상 계좌 이용 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
유인숙,5,2020-06-13,0,청소 잘 해주셔서 감사합니다 . 옆집 에도 이거 추천 해드렸고요 아무리 해도 생겨나는게 집안일인데요 . 청소 부분을 미소에 맡기다보니까 집안일이 반으로 줄었네요 . 저희는 주 1 회 무조건 미소에서 청소 받고 있고요 . 이쪽 업체 좋은게 청소 잘해주시는것도 주시는거지만 정리나 생활 꿀팁을 간간히 알려주신다는점이에요 ^^ 이모님도 굉장히 친절 하시고요 . 요번엔 좀 부모님집도 여기 이용해서 청소 한번 해드릴려고요,"Miso, Inc.2020년 6월 16일안녕하세요, 유인숙 고객님. 추천하고 싶은 서비스, 미소입니다. :) 저희 미소를 이용해 주셔서 감사합니다. 고객님께서 이렇게 칭찬해 주시니, 더 좋은 서비스로 보답하고 싶습니다. 미소 서비스를 통해 고객님의 일상이 조금이나마 여유로워지셨다면, 기쁜 마음입니다. 저희는 고객님의 일상에 필요한 모든것을 쉽고 간편하게 만들어나가기 위해 항상 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. :)"
배슬기,5,2020-06-19,0,예전엔 이런게 사치 스럽다 이렇게 생각 했는데 막상 써보니까 이정도 금액에 이정도 서비스면 사치 스럽다 ?? 이런 생각은 안들더군요 . 덕분에 주말에 시간 많이 생기고 좋습니다,"Miso, Inc.2020년 6월 22일안녕하세요, 배슬기 고객님. 여유를 드리는 서비스, 미소 입니다. :)  미소를 이용해 주셔서 감사합니다. 바쁘신 고객님의 일을 덜어드릴 수 있어서, 저희는 오늘도 기쁘게 일하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
권희영,5,2020-06-17,1,이용하기 편하네요 상담피드백도 빠른편이고 다른어플도 이용해봤었는데 이용가능 지역도 넓고 빠르게 진행해주셔서 좋았고 어서빨리 전국구로 확장하면 좋겠어요><,"Miso, Inc.2020년 6월 19일안녕하세요, 권희영 고객님. 전국구로 확장을 바라는 서비스, 미소 입니다. :) 미소 서비스를 이용해 주셔서 감사합니다. 고객님의 편의를 위해서 앱은 최대한 간편하게 구성되어 있는데, 사용하시기 편하다고 하시니 저희 개발자들도 기쁩니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 :) 감사합니다 ^_^"
신광호,1,2020-06-12,0,3일지나 예약을 해주고 또 저녁9시에 전화와서 변동사항이생겨 취소되었다고 하는데 뭔 상황인지 어이가 없네요 어플 깔면 문자랑 어플도 따로 체크해야되고 장사 잘하세요,"Miso, Inc.2020년 6월 15일안녕하세요, 신광호 고객님, 미소 서비스 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 하오나 예기치 못하게 청소가 취소되어, 고객님 일정에 불편을 드린 점 진심으로 사과 드립니다. 앞으로 정성을 다해 꼼꼼하게 신경쓰는 미소가 되겠습니다. 피드백 감사합니다. 오늘도 좋은 하루 보내세요 ^_^"
이수연,5,2020-06-10,1,몇군데 청소 업체 서비스 다 이용해본 1 인입니다. 19 년 10 월쯤 한번 이용했었는데? 금액적인면에서도 미소가 가장 저렴하기도하고.. 결제도 간편하고 평도좋다보니 예약을해서 청소를 받았습니다. 제가 좀까다롭다보니 주문을 3~4 가지 하다보니 귀찮으실수도있었겟지만.. 내색하나 안하시고 도와주셔서 참 감사했습니다. 이번에 또 이용하다보니 이제야 리뷰남기네요.~,"Miso, Inc.2020년 6월 16일안녕하세요, 이수연 고객님. 미소를 이용해 주셔서 감사합니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 저희는 시간제 서비스로, 효율적인 청소 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^"
최클라,1,2020-06-12,0,에어컨청소 돈 더내고 예약해야 된대서 예약했더니 바로 전날 일방적인 예약취소라뇨. 약속 다 빼고 기다렸더니 일정변경만 가능하다하고 연락도 안되네요. 진짜 최악인듯,"Miso, Inc.2020년 6월 12일안녕하세요, 최클라 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족하실 수 있도록 파트너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 미소는 고객님께서 원하시는 시간에  서비스를 제공해드려야하지만, 최근, 성수기 주문 폭주로 인해 우수한 파트너님 배정이 어려운 경우가 있습니다. 양질의 서비스를 제공하여 고객님의 만족을 위해 우수한 파트너님 모집에 항상 신경쓰고 있사오니, 이 점 양해 부탁 드립니다. 고객님의 불편에 다시 한 번 사과드리며, 더욱 개선된 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다."
ㄴㄴ,5,2020-05-26,13,오랜만에 생활 밀착 앱중에서 정말 스마트한 앱 이용해보네요 . 집안 청소 어플 통해서 받게 될꺼라곤 상상 1 도 못햇는데 ㅎㅎ 청소 해주시는분들도 친절 하시고 이것저것 꿀팁도 알려주시고 앞으로는 무조건 청소는 여기다 맡길려고요 . 부모님집도 이거 한번 신청해드릴려고요 !! 무튼 변함 없는 서비스만 해주시길 바랍니다,"Miso, Inc.2020년 5월 28일안녕하세요, ㄴㄴ 고객님. 스마트한 어플, 미소 입니다. :)  미소 서비스를 이용해 주셔서 감사합니다. 미소의 서비스가 마음에 드시고 또 부모님 댁에도 미소를 이용하려 하신다고 말씀 주시니, 저희는 고객님에게 더욱 좋은 모습을 보이고 싶은 마음 뿐입니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다. :)"
강양희,5,2020-06-19,0,미소 업체가 청소 제일 잘 해주시긴 하네요 !! 개인적으로 여러 업체 다 이용해봤지만 미소 가 가장 괜찮더라고요,"Miso, Inc.2020년 6월 22일안녕하세요, 강양희 고객님. 가장 괜찮은 서비스, 미소 입니다. :) 저희 미소를 이용해 주셔서 감사합니다. 고객님께서 미소의 서비스에 만족하신다고 하시니, 저희는 더욱 좋은 모습을 보이고 싶은 마음 뿐입니다. 고객님의 칭찬에 만족하지 않고 항상 최선을 다하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다. :)"
주홍준,5,2020-05-28,4,한달에 3 번정도 이용하면 딱 맞더라고요 정기적으로 이용중이고요 이모님도 친절 하시고 청소도 정말 잘해주시네요,"Miso, Inc.2020년 6월 1일안녕하세요, 주홍준 고객님. 딱 맞는 서비스, 미소 입니다.  :) 미소를 꾸준히 찾아 주셔서 감사합니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 :) 감사합니다 ^_^"
주현순,5,2020-06-09,1,미소 이용후 집이 깨끗해 졌어요 저의 청소시간도 줄고 여유있는 시간을 보낼수 있어서 만족한 편입니다. 클리너님 내집처럼 청소 해주시니 주변사람들에게 추천하고 있어요,"Miso, Inc.2020년 6월 16일안녕하세요, 주현순 고객님. 미소를 이용해 주셔서 감사합니다. 바쁘신 고객님에게 여유를 드릴 수 있어서, 저희는 기쁘게 일하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해지도록 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
김양호,1,2020-05-31,2,후기 다 광고입니까? 하도 후기가 좋아서 이용했더니 청소를 대체 어디를 해준건데요? 침대맡 쓰레기 그래도 잇고 방바닥 구석 유리창 아것도 안되잇고 불편하실까바 시간동안 나가잇엇는데 집기대하고 들어왔다가 할말을 잃엇네요 초등학교애한테 시켜도 이것보단 잘하겟어요 주방 벽면이고 뭐고 아무것도 안되잇는데 뭘 하신건지 대체?,"Miso, Inc.2020년 6월 1일안녕하세요, 김양호 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 미소에서는 고객님에게 만족스러운 경험을 선사하고자 하는데, 그러지 못했던 점 진심으로 죄송합니다. 고객님께서 저희 고객센터와 상담하신 내용 확인하였습니다. 미소 서비스를 주문 하셨을 때, 기대하신 바가 있을 텐데, 미흡한 품질로 이용에 불편을 드려서 무거운 마음입니다. 해당 클리너에게 청소 관련 피드백 및 재교육을 진행하여  이번과 같은 일이 다시 반복되지 않도록 조치할 예정입니다. 다시 한 번 사과드리며, 만족스러운 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다. 오늘도 좋은 하루 보내시길 바랍니다."
이영현,5,2020-05-30,2,반상회할때 어플 안내했어요. 저도 홈클리닝 서비스 많이 이용해봐서 웬만한 업체 다이용했지만 여기가 가장 좋았습니다.,"Miso, Inc.2020년 6월 1일안녕하세요, 이영현 고객님. 가장 좋은 서비스, 미소 입니다. :) 저희 미소 홈클리닝 서비스를 이용해 주셔서 감사합니다. 반상회에서 미소를 추천해 주신 고객님에게 부끄럽지 않도록 오늘도 저희는 최선을 다하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
윤윤장호,5,2020-05-29,2,집안청소 할 시간도 안나고 이모님처럼 깔끔하게도 못하고 ㅠㅠ 그래서 이용하게 되었는데요 . 이모님이 찐 전문가여서 ㅋㅋ 정말 잘해주시긴 해요,"Miso, Inc.2020년 6월 1일안녕하세요, 윤윤장호 고객님. 미소를 이용해 주셔서 감사합니다. 퇴근하고 깔끔하게 정리된 집에 돌아오면 기분이 상쾌하지요. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 모든 고객님께서 미소 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
동진박,5,2020-06-22,0,청소 어플중에서 미소가 가장 낫더라고요 . 다른곳과 달리 스케줄 정하는것도 편하고 결제 방법도 간편 하네요,
김김민수,5,2020-06-06,0,청소 업체중에서 미소가 가장 괜찮았습니다 . 결제 부분도 그렇고 금액적인 부분도 상당히 유리 하네요,"Miso, Inc.2020년 6월 10일안녕하세요, 김김민수 고객님. 장점 많은 서비스, 미소 입니다. :)  미소 서비스를 이용해 주셔서 감사합니다. 미소는 합리적인 가격으로 우수한 서비스를 제공하여, 우리 모두의 일상이 행복할 수 있도록 노력하고 있습니다. 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
남자이창하,5,2020-05-26,14,깔끔하게 청소 잘해주셔서 감사합니다 스케줄도 맞춰서 잘 와주시고 마무리까지 완벽 했습니다 . 100 점 만점중에 저는 한 95 점 드리고 싶네요 ^^ 저도 이거 아랫집에서 추천 받아서 이용해본거였는데 제일 장점인게 뭐냐면 주말에 청소로 시간을 안잡아먹어도 된다는거에요 ㅠㅠ 맞벌이라 청소 때문에 스트레스 많았는데 이게 좀 도움이 되네요,"Miso, Inc.2020년 5월 28일안녕하세요, 남자이창하 고객님. 마무리까지 완벽한 미소입니다. :) 미소를 이용해 주셔서 감사합니다. 맞벌이 하시느라 바쁘실 고객님의 일을 덜어 드릴 수 있어서 진심으로 기쁩니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 가족들과 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
배성희,5,2020-06-11,1,옆집이 쓰고 있어서 저도 이용해보게 되었고요 청소 잘 받았습니다 ㅎ 스케줄 잡으니까 알아서 잘 와주시고 이것저것 정리랑 청소 해주셨네요 처음 이용해보고선 주말에 여유롭게 보냈 습니다 !! 맞벌이 부부에겐 선택이 아니라 필수인듯 ^^ 괜찮게 잘 해주시고 하니까 부모님집도 한번 신청 해드리고요 저희는 1 달에 2 회 정도 꾸준히 사용할려고요 . 요번에 청소 해주시는거 보고 저희가 하는거 보다 여기서 해주시는게 100 배 더 낫겠다 생각이 들어서 ^^,"Miso, Inc.2020년 6월 19일안녕하세요, 배성희 고객님. 미소를 이용해 주셔서 감사합니다. 맞벌이 하시느라 바쁘실텐데, 미소 서비스를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 고객님의 기대에 부응할 수 있도록, 저희는 오늘도 최선을 다하고 있습니다. 정기 청소 신청은 미소 어플 혹은 실시간 문의에서 신청 가능 합니다. 방문하셨던 클리너님과 정기 청소 원하시면 미소 실시간 문의로 가능 여부 확인 부탁 드립니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
김동현,5,2020-06-18,0,청소 업체중에서 미소가 가장 신뢰적이더라고요 . 잘해주시는것도 잘 해주시지만 마무리까지 완벽 해요,"Miso, Inc.2020년 6월 22일안녕하세요, 김동현 고객님. 마무리까지 완벽한 미소 입니다. :) 저희 미소 서비스를 이용해 주셔서 감사합니다. 미소는 합리적인 가격과 서비스 제공 시간 다양화 등을 통해서, 더 좋은 서비스를 제공해 드리고자 오늘도 노력하고 있습니다. 추후, 청소 서비스가 다시 필요하시면 또 찾아 주세요. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다. :)"
Agwa Dr.,1,2020-06-02,1,3시간해놓고 10시에 오기로했는데 전화를 못받아서 10시27분에 연락온거 확인했더니 20분 대기하다 돌아갔다길래 알겠다했더니 다음날 전액 다나가네요? 3시간 대기하던가 20분대하고 그냥 4만 얼마를 벌어가버리네ㅋㅋ다시와서 청소해주던가 아니면 돈내놓으셔요 본사가서 다부시기전에,"Miso, Inc.2020년 6월 2일안녕하세요, Agwa Dr. 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 고객님께서 미소에 출입방법을 사전에 따로 전달해 주시지 않은 경우, 클리너님께서 고객님 댁에 도착 하셨을 때 전화 연락이 바로 안되거나, 문이 안 열리면 20분 가량 대기 하고 있습니다. 고객님께서 겪으신 불편함을 직접 도와드리고 싶지만 플레이스토어의 특성상 고객님의 정보를 정확하게 알기 어렵습니다. 번거로우시겠지만, 미소 실시간 문의로 사안과 고객님 성함 및 연락처를 남겨주시면 신속하게 확인 하겠습니다. 코로나19가 유행하는 가운데, 건강 조심하시기 바랍니다. 감사합니다."
